Guide_ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Basic_Skills_Avg,Nature_Knowledge_Avg,Interpretation_Avg,Leadership_Safety_Avg,Cultural_Expertise_Avg,Overall_Average,Recommended_Course
GUIDE_0290,1,1,3,1,1,2,2,1,2,2,3,1,1,1,2,2,2,2,2,2,2,3,2,3,1,3,1.5,1.5,2.0,1.75,2.3333333333333335,1.8461538461538463,Introduction to Park Guiding
GUIDE_0290,4,2,4,3,4,4,2,2,5,3,3,3,3,4,3,4,4,4,4,3,2,4,3,3,3,3,3.25,3.0,3.5,3.625,3.0,3.3076923076923075,Nature Guide Fundamentals
GUIDE_0290,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,4,4,5,4,5,4,4,4,4,4.75,4.5,5.0,4.625,4.166666666666667,4.576923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0290,3,5,5,5,4,3,5,5,5,4,4,5,3,4,5,4,4,3,5,5,5,4,3,2,5,4,4.5,4.25,4.5,4.125,3.8333333333333335,4.1923076923076925,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0290,3,5,4,4,4,3,2,3,4,3,1,4,3,4,3,2,3,4,1,3,1,2,4,2,1,3,4.0,3.0,3.0,2.875,2.1666666666666665,2.923076923076923,Master Park Guide Certification Program
GUIDE_0291,5,4,3,4,3,5,5,3,3,3,4,4,2,3,4,3,3,4,3,3,3,2,4,4,4,3,4.0,4.0,3.5,3.125,3.3333333333333335,3.5,Advanced Park Guiding: Leadership and Safety
GUIDE_0291,4,4,4,4,3,4,4,5,5,4,4,3,4,4,4,4,5,3,3,4,3,3,2,3,3,3,4.0,4.0,4.0,3.875,2.8333333333333335,3.6923076923076925,Master Park Guide Certification Program
GUIDE_0291,3,3,4,3,4,5,4,5,3,3,3,3,2,1,3,3,4,3,4,5,3,3,3,4,3,3,3.25,4.5,3.0,3.125,3.1666666666666665,3.3461538461538463,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0291,4,5,4,4,4,4,5,5,4,4,4,5,4,3,3,4,4,3,4,5,4,3,4,4,4,5,4.25,4.5,4.25,3.75,4.0,4.076923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0291,5,3,4,4,4,3,2,4,3,4,3,4,3,3,2,2,2,3,3,4,1,3,4,4,3,4,4.0,3.25,3.5,2.75,3.1666666666666665,3.230769230769231,Advanced Park Guiding: Leadership and Safety
GUIDE_0291,3,5,5,4,4,4,5,4,5,4,4,5,4,4,4,4,4,3,4,5,3,4,3,4,4,4,4.25,4.25,4.5,4.0,3.6666666666666665,4.076923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0291,3,4,4,3,2,5,4,4,1,3,4,4,4,3,3,3,4,3,4,4,3,3,3,2,3,4,3.5,3.75,3.0,3.5,3.0,3.3461538461538463,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0291,3,4,5,5,4,4,4,5,5,4,5,4,4,4,5,3,4,5,3,5,5,4,4,3,5,4,4.25,4.25,4.5,4.125,4.166666666666667,4.230769230769231,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0292,4,3,5,5,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4.25,3.5,4.25,4.0,3.6666666666666665,3.923076923076923,Nature Guide Fundamentals
GUIDE_0292,2,1,2,1,1,1,3,2,1,3,3,2,2,2,2,2,2,2,3,2,2,3,3,3,1,2,1.5,1.75,2.25,2.125,2.3333333333333335,2.0384615384615383,Introduction to Park Guiding
GUIDE_0292,4,5,4,5,4,4,4,3,4,3,4,4,3,4,3,4,4,3,5,5,3,3,4,5,3,4,4.5,3.75,3.75,3.875,3.6666666666666665,3.8846153846153846,Master Park Guide Certification Program
GUIDE_0292,3,2,3,2,2,2,2,2,3,4,3,2,2,2,2,2,2,3,4,2,1,2,4,2,3,2,2.5,2.0,3.0,2.375,2.3333333333333335,2.423076923076923,Nature Guide Fundamentals
GUIDE_0292,3,4,4,3,2,2,2,3,3,2,2,4,3,2,2,3,4,2,4,3,4,2,4,4,4,2,3.5,2.25,2.75,2.875,3.3333333333333335,2.9615384615384617,Nature Guide Fundamentals
GUIDE_0292,4,4,3,4,4,4,3,3,4,2,3,3,2,3,2,4,2,3,4,4,3,3,3,3,1,4,3.75,3.5,3.0,3.0,2.8333333333333335,3.1538461538461537,Master Park Guide Certification Program
GUIDE_0292,4,3,3,2,4,2,2,4,4,3,3,3,3,4,4,4,3,3,2,3,1,3,2,1,2,2,3.0,3.0,3.25,3.25,1.8333333333333333,2.8461538461538463,Master Park Guide Certification Program
GUIDE_0292,4,3,5,5,3,3,2,4,4,3,3,4,3,3,4,3,4,3,4,4,3,3,4,3,4,2,4.25,3.0,3.5,3.5,3.1666666666666665,3.4615384615384617,Nature Guide Fundamentals
GUIDE_0293,2,4,3,4,4,3,5,4,3,4,1,3,3,4,3,4,4,3,3,4,2,2,3,3,3,3,3.25,4.0,2.75,3.5,2.6666666666666665,3.230769230769231,Master Park Guide Certification Program
GUIDE_0293,4,3,4,4,2,3,2,4,2,2,2,2,2,3,3,5,5,3,4,3,4,3,2,2,2,3,3.75,2.75,2.0,3.5,2.6666666666666665,3.0,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0293,3,4,4,4,5,3,4,3,4,5,2,4,3,2,2,3,3,3,3,3,3,3,3,5,3,3,3.75,3.75,3.75,2.75,3.3333333333333335,3.3461538461538463,Advanced Park Guiding: Leadership and Safety
GUIDE_0293,4,5,4,4,5,5,5,4,4,4,5,5,4,4,5,4,4,4,4,4,2,4,4,3,4,4,4.25,4.75,4.5,4.125,3.5,4.153846153846154,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0293,4,4,5,5,5,5,4,4,3,2,2,3,3,1,2,3,3,4,4,4,3,3,3,3,4,4,4.5,4.5,2.5,3.0,3.3333333333333335,3.4615384615384617,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0293,3,3,4,3,3,3,3,3,2,2,2,2,5,3,2,4,4,2,3,1,3,4,2,1,1,2,3.25,3.0,2.0,3.0,2.1666666666666665,2.6923076923076925,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0293,4,4,3,5,4,4,5,4,5,4,4,5,4,3,5,5,5,3,4,3,3,4,2,4,5,4,4.0,4.25,4.5,4.0,3.6666666666666665,4.038461538461538,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0293,4,4,4,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,2,2,3,2,2,3,4,3.75,2.75,2.75,2.5,2.6666666666666665,2.8076923076923075,Advanced Park Guiding: Leadership and Safety
GUIDE_0294,4,4,4,5,5,4,5,4,3,4,5,4,3,4,5,4,4,3,4,3,3,5,3,4,5,4,4.25,4.5,4.0,3.75,4.0,4.038461538461538,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0294,3,3,2,3,2,3,2,2,1,3,2,3,1,2,3,2,2,3,3,4,3,4,4,2,3,2,2.75,2.25,2.25,2.5,3.0,2.576923076923077,Nature Guide Fundamentals
GUIDE_0294,4,5,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,4,4,4,5,5,4.25,4.75,4.75,4.625,4.5,4.576923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0294,5,5,4,4,4,4,4,5,4,3,5,4,4,4,3,4,5,4,4,4,3,4,4,4,3,5,4.5,4.25,4.0,4.0,3.8333333333333335,4.076923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0294,4,4,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,2,3,3,4,3,4,3,4,4,3.75,3.75,3.25,2.875,3.6666666666666665,3.3846153846153846,Advanced Park Guiding: Leadership and Safety
GUIDE_0294,4,3,3,3,5,5,4,3,3,3,4,4,4,2,2,3,3,3,3,4,3,3,3,4,3,4,3.25,4.25,3.5,3.0,3.3333333333333335,3.3846153846153846,Advanced Park Guiding: Leadership and Safety
GUIDE_0294,4,3,2,4,5,4,3,4,3,4,4,4,3,1,3,3,3,2,5,3,3,3,3,2,4,3,3.25,4.0,3.75,2.875,3.0,3.269230769230769,Advanced Park Guiding: Leadership and Safety
GUIDE_0294,4,5,4,4,5,4,5,5,5,4,4,5,3,5,4,4,4,5,4,4,3,3,2,3,5,4,4.25,4.75,4.5,4.125,3.3333333333333335,4.115384615384615,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0295,4,2,3,4,2,3,1,2,3,2,3,3,2,3,4,3,1,2,3,2,3,2,3,2,2,3,3.25,2.0,2.75,2.5,2.5,2.576923076923077,Nature Guide Fundamentals
GUIDE_0295,5,5,5,4,5,5,5,4,4,4,5,4,4,4,5,3,3,3,4,4,3,3,4,4,5,5,4.75,4.75,4.25,3.75,4.0,4.1923076923076925,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0295,5,4,5,5,5,5,5,4,5,4,5,4,4,3,4,4,4,4,4,4,3,3,3,4,5,4,4.75,4.75,4.5,3.875,3.6666666666666665,4.1923076923076925,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0295,3,3,4,5,4,2,3,1,4,5,2,2,2,2,1,4,2,3,2,1,2,2,3,3,3,3,3.75,2.5,3.25,2.125,2.6666666666666665,2.730769230769231,Advanced Park Guiding: Leadership and Safety
GUIDE_0295,4,4,4,4,5,5,5,3,4,5,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4.0,4.5,4.25,4.125,3.8333333333333335,4.115384615384615,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0295,4,4,4,4,4,2,4,3,2,3,5,4,4,4,2,3,4,3,3,3,3,4,1,3,3,4,4.0,3.25,3.5,3.25,3.0,3.3461538461538463,Master Park Guide Certification Program
GUIDE_0295,4,5,5,3,4,4,3,5,3,3,3,3,3,4,3,4,4,4,3,3,1,3,3,4,4,3,4.25,4.0,3.0,3.5,3.0,3.5,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0295,4,4,4,5,2,4,4,3,5,4,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,4,4.25,3.25,3.75,2.75,3.0,3.269230769230769,Advanced Park Guiding: Leadership and Safety
GUIDE_0296,5,5,5,3,4,4,5,3,4,4,5,4,3,4,3,4,3,5,3,4,2,2,3,4,3,3,4.5,4.0,4.25,3.625,2.8333333333333335,3.730769230769231,Master Park Guide Certification Program
GUIDE_0296,5,3,3,3,4,3,1,3,3,3,3,2,2,4,3,3,3,2,1,4,5,2,1,3,4,2,3.5,2.75,2.75,2.75,2.8333333333333335,2.8846153846153846,Park Guide in Training: Learn from the Pros
GUIDE_0296,1,2,2,3,2,1,3,2,2,3,2,1,2,4,2,2,2,3,1,4,1,2,4,3,4,3,2.0,2.0,2.0,2.5,2.8333333333333335,2.3461538461538463,Introduction to Park Guiding
GUIDE_0296,5,4,3,4,3,4,3,4,3,4,2,3,3,4,4,3,3,3,4,3,3,3,3,4,4,3,4.0,3.5,3.0,3.375,3.3333333333333335,3.423076923076923,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0296,3,4,4,5,3,1,3,3,2,3,2,4,2,1,3,4,2,2,4,5,4,3,2,3,3,2,4.0,2.5,2.75,2.875,2.8333333333333335,2.9615384615384617,Nature Guide Fundamentals
GUIDE_0296,3,5,2,4,4,4,4,3,2,4,4,3,4,4,3,2,4,2,3,4,2,3,4,4,2,2,3.5,3.75,3.25,3.25,2.8333333333333335,3.269230769230769,Master Park Guide Certification Program
GUIDE_0296,3,4,3,5,3,4,4,4,3,3,4,5,3,3,3,3,4,5,2,4,4,4,2,5,3,4,3.75,3.75,3.75,3.375,3.6666666666666665,3.6153846153846154,Advanced Park Guiding: Leadership and Safety
GUIDE_0296,5,4,2,3,3,4,3,5,3,4,3,4,3,2,3,3,4,3,4,4,3,4,3,2,3,3,3.5,3.75,3.5,3.25,3.0,3.3461538461538463,Master Park Guide Certification Program
GUIDE_0297,3,3,4,4,3,4,3,5,3,2,4,4,3,2,2,4,4,3,4,3,3,4,5,3,4,4,3.5,3.75,3.25,3.125,3.8333333333333335,3.4615384615384617,Advanced Park Guiding: Leadership and Safety
GUIDE_0297,4,2,2,1,2,2,3,3,4,1,1,5,3,3,2,3,4,1,3,3,1,3,2,3,3,3,2.25,2.5,2.75,2.75,2.5,2.576923076923077,Introduction to Park Guiding
GUIDE_0297,4,4,5,5,4,5,4,4,5,4,4,4,4,4,5,4,3,4,3,3,4,3,3,5,4,4,4.5,4.25,4.25,3.75,3.8333333333333335,4.038461538461538,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0297,3,3,4,3,2,2,3,3,4,2,3,2,4,1,4,4,2,2,1,1,3,3,4,2,2,1,3.25,2.5,2.75,2.375,2.5,2.6153846153846154,Advanced Park Guiding: Leadership and Safety
GUIDE_0297,5,4,4,4,5,5,5,4,5,4,5,5,3,4,3,5,3,4,4,3,4,3,3,4,4,3,4.25,4.75,4.75,3.625,3.5,4.038461538461538,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0297,4,3,3,3,5,3,4,4,2,3,3,4,2,4,3,3,3,4,4,3,3,3,3,4,5,3,3.25,4.0,3.0,3.25,3.5,3.3846153846153846,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0297,3,1,1,2,1,3,4,2,2,1,2,3,2,1,3,1,3,3,2,3,1,4,1,1,1,2,1.75,2.5,2.0,2.25,1.6666666666666667,2.0384615384615383,Master Park Guide Certification Program
GUIDE_0297,3,5,4,3,3,3,3,4,3,4,4,4,3,3,3,4,4,3,2,3,3,3,3,3,3,2,3.75,3.25,3.75,3.125,2.8333333333333335,3.269230769230769,Master Park Guide Certification Program
GUIDE_0298,5,4,5,4,4,4,4,4,3,4,2,4,2,3,3,3,3,3,4,3,4,3,3,3,4,3,4.5,4.0,3.25,3.0,3.3333333333333335,3.5,Advanced Park Guiding: Leadership and Safety
GUIDE_0298,4,3,4,4,3,3,1,2,3,3,1,3,3,2,3,2,3,4,2,2,3,3,2,2,3,2,3.75,2.25,2.5,2.625,2.5,2.6923076923076925,Nature Guide Fundamentals
GUIDE_0298,3,3,4,4,3,1,3,3,4,4,4,3,2,2,3,3,3,3,3,4,3,2,3,3,4,2,3.5,2.5,3.75,2.875,2.8333333333333335,3.0384615384615383,Nature Guide Fundamentals
GUIDE_0298,3,3,3,3,4,2,3,2,4,3,3,2,2,5,3,3,4,4,3,2,3,2,3,3,4,2,3.0,2.75,3.0,3.25,2.8333333333333335,3.0,Nature Guide Fundamentals
GUIDE_0298,4,3,3,3,2,2,2,3,2,4,3,1,3,3,4,2,3,4,1,4,2,3,3,2,2,2,3.25,2.25,2.5,3.0,2.3333333333333335,2.6923076923076925,Nature Guide Fundamentals
GUIDE_0298,5,3,4,4,4,2,2,5,4,4,3,5,2,4,3,2,4,4,4,4,2,3,3,5,2,2,4.0,3.25,4.0,3.375,2.8333333333333335,3.423076923076923,Master Park Guide Certification Program
GUIDE_0298,2,4,4,3,4,2,3,3,3,2,1,3,5,3,2,3,3,3,3,3,3,5,2,2,1,2,3.25,3.0,2.25,3.125,2.5,2.8461538461538463,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0298,2,5,4,3,2,3,2,3,3,2,3,2,3,2,4,3,2,2,4,1,2,2,3,2,2,2,3.5,2.5,2.5,2.625,2.1666666666666665,2.6153846153846154,Master Park Guide Certification Program
GUIDE_0299,4,4,4,4,4,4,4,4,5,4,5,3,4,4,4,4,4,4,3,5,3,3,3,4,4,5,4.0,4.0,4.25,4.0,3.6666666666666665,3.9615384615384617,Master Park Guide Certification Program
GUIDE_0299,4,3,3,5,4,3,3,4,3,4,2,5,3,2,3,2,2,3,4,3,3,4,3,4,3,4,3.75,3.5,3.5,2.75,3.5,3.3076923076923075,Advanced Park Guiding: Leadership and Safety
GUIDE_0299,5,4,3,4,4,5,4,5,5,4,4,3,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4.0,4.5,4.0,4.0,4.0,4.076923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0299,1,3,3,2,1,3,2,4,3,2,2,3,2,1,2,3,4,1,3,2,3,1,2,3,2,2,2.25,2.5,2.5,2.25,2.1666666666666665,2.3076923076923075,Master Park Guide Certification Program
GUIDE_0299,1,1,2,1,3,2,1,3,3,2,3,1,3,2,4,1,2,2,1,3,1,2,2,2,2,2,1.25,2.25,2.25,2.25,1.8333333333333333,2.0,Introduction to Park Guiding
GUIDE_0299,3,4,5,4,3,3,5,4,3,4,4,2,3,2,4,2,4,2,4,4,2,4,3,2,4,3,4.0,3.75,3.25,3.125,3.0,3.3461538461538463,Master Park Guide Certification Program
GUIDE_0299,4,4,4,3,3,4,4,3,3,4,3,3,2,3,3,2,3,4,5,4,3,3,2,3,2,4,3.75,3.5,3.25,3.25,2.8333333333333335,3.269230769230769,Master Park Guide Certification Program
GUIDE_0299,3,3,4,4,3,3,4,4,3,3,4,3,1,2,4,3,4,4,2,3,3,2,2,4,3,4,3.5,3.5,3.25,2.875,3.0,3.1538461538461537,Advanced Park Guiding: Leadership and Safety
GUIDE_0300,4,3,3,3,5,4,5,3,4,3,3,3,3,3,4,4,3,3,3,3,1,3,3,4,4,4,3.25,4.25,3.25,3.25,3.1666666666666665,3.3846153846153846,Master Park Guide Certification Program
GUIDE_0300,5,5,5,4,4,3,4,3,3,3,4,4,3,3,2,3,2,3,3,3,2,4,3,2,4,4,4.75,3.5,3.5,2.75,3.1666666666666665,3.3846153846153846,Advanced Park Guiding: Leadership and Safety
GUIDE_0300,4,3,4,5,3,4,4,4,3,3,3,5,3,2,4,2,3,3,4,3,3,2,3,3,4,2,4.0,3.75,3.5,3.0,2.8333333333333335,3.3076923076923075,Master Park Guide Certification Program
GUIDE_0300,2,3,4,5,5,4,4,3,4,3,2,5,4,2,3,3,2,4,3,3,2,3,4,3,4,4,3.5,4.0,3.5,3.0,3.3333333333333335,3.3846153846153846,Advanced Park Guiding: Leadership and Safety
GUIDE_0300,3,3,4,5,3,5,5,4,5,3,3,3,3,2,3,3,4,4,3,3,3,3,2,3,4,3,3.75,4.25,3.5,3.125,3.0,3.423076923076923,Master Park Guide Certification Program
GUIDE_0300,3,5,4,3,1,2,3,4,3,2,3,2,2,3,2,2,3,3,2,5,3,2,4,3,4,2,3.75,2.5,2.5,2.75,3.0,2.8846153846153846,Nature Guide Fundamentals
GUIDE_0300,5,5,5,4,5,5,5,5,4,5,4,4,5,4,5,5,4,5,4,5,5,4,4,4,4,5,4.75,5.0,4.25,4.625,4.333333333333333,4.576923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0300,1,2,2,2,3,1,2,1,2,2,2,1,1,3,1,3,1,1,3,3,3,2,2,3,1,2,1.75,1.75,1.75,2.0,2.1666666666666665,1.9230769230769231,Introduction to Park Guiding
GUIDE_0301,2,2,1,3,3,3,3,2,2,2,2,3,1,1,4,2,5,3,3,2,2,1,2,2,1,1,2.0,2.75,2.25,2.625,1.5,2.230769230769231,Master Park Guide Certification Program
GUIDE_0301,3,3,4,2,2,2,3,2,2,3,1,3,2,2,3,3,2,2,4,2,2,2,3,1,2,3,3.0,2.25,2.25,2.5,2.1666666666666665,2.423076923076923,Master Park Guide Certification Program
GUIDE_0301,3,4,2,4,4,3,2,4,2,3,2,4,2,4,2,3,1,3,3,2,3,5,2,3,1,3,3.25,3.25,2.75,2.5,2.8333333333333335,2.8461538461538463,Advanced Park Guiding: Leadership and Safety
GUIDE_0301,3,4,3,5,3,3,4,5,3,3,4,4,4,2,3,3,4,4,3,3,2,3,3,3,4,3,3.75,3.75,3.5,3.25,3.0,3.3846153846153846,Master Park Guide Certification Program
GUIDE_0301,3,4,3,3,3,3,4,4,4,3,4,3,2,4,4,3,4,3,4,3,3,4,2,3,4,4,3.25,3.5,3.5,3.375,3.3333333333333335,3.3846153846153846,Introduction to Park Guiding
GUIDE_0301,3,3,4,3,4,3,2,2,3,3,3,1,2,4,3,4,2,4,3,3,2,3,4,1,2,2,3.25,2.75,2.5,3.125,2.3333333333333335,2.8076923076923075,Master Park Guide Certification Program
GUIDE_0301,4,4,4,5,5,4,4,4,3,3,3,5,2,4,1,2,3,3,3,4,3,3,2,2,3,3,4.25,4.25,3.5,2.75,2.6666666666666665,3.3076923076923075,Master Park Guide Certification Program
GUIDE_0301,4,4,3,4,4,4,4,1,4,2,3,3,2,2,3,3,2,1,1,2,4,4,4,2,1,3,3.75,3.25,3.0,2.0,3.0,2.8461538461538463,Advanced Park Guiding: Leadership and Safety
GUIDE_0302,4,5,4,5,5,4,4,5,4,5,4,5,5,4,5,3,3,4,4,4,3,4,3,4,4,4,4.5,4.5,4.5,4.0,3.6666666666666665,4.153846153846154,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0302,4,3,4,3,2,4,4,3,4,2,4,4,4,4,2,2,4,4,3,3,3,3,3,4,4,3,3.5,3.25,3.5,3.25,3.3333333333333335,3.3461538461538463,Nature Guide Fundamentals
GUIDE_0302,4,5,4,4,4,4,5,4,5,4,4,3,3,3,4,5,3,4,4,4,3,3,2,4,5,4,4.25,4.25,4.0,3.75,3.5,3.8846153846153846,Master Park Guide Certification Program
GUIDE_0302,4,4,4,2,3,5,5,4,3,4,4,3,4,3,3,3,4,3,3,4,2,3,4,4,4,4,3.5,4.25,3.5,3.375,3.5,3.576923076923077,Advanced Park Guiding: Leadership and Safety
GUIDE_0302,4,3,4,4,4,3,4,2,3,2,2,4,1,3,3,3,4,2,2,4,3,4,3,3,2,2,3.75,3.25,2.75,2.75,2.8333333333333335,3.0,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0302,4,4,5,4,5,4,5,4,5,3,5,5,3,4,4,4,3,5,4,3,3,4,4,3,4,4,4.25,4.5,4.5,3.75,3.6666666666666665,4.038461538461538,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0302,3,4,3,3,5,3,4,4,2,4,4,5,3,2,2,5,4,4,4,4,2,2,2,3,4,4,3.25,4.0,3.75,3.5,2.8333333333333335,3.423076923076923,Master Park Guide Certification Program
GUIDE_0302,4,5,4,4,4,3,4,3,2,4,4,3,3,3,4,2,3,3,5,3,4,2,2,2,2,3,4.25,3.5,3.25,3.25,2.5,3.269230769230769,Master Park Guide Certification Program
GUIDE_0303,1,1,2,2,3,1,2,1,1,2,1,2,3,1,3,1,2,2,2,3,3,2,3,3,1,1,1.5,1.75,1.5,2.125,2.1666666666666665,1.8846153846153846,Introduction to Park Guiding
GUIDE_0303,4,4,4,5,4,5,4,4,4,4,4,4,5,3,4,5,4,4,5,4,3,4,4,4,5,4,4.25,4.25,4.0,4.25,4.0,4.153846153846154,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0303,4,4,4,3,4,2,3,4,3,4,2,3,4,4,3,2,2,2,3,2,3,3,2,1,3,1,3.75,3.25,3.0,2.75,2.1666666666666665,2.8846153846153846,Master Park Guide Certification Program
GUIDE_0303,4,5,2,4,4,3,5,4,4,4,3,3,3,3,1,2,3,4,3,3,3,2,2,3,4,4,3.75,4.0,3.5,2.75,3.0,3.269230769230769,Advanced Park Guiding: Leadership and Safety
GUIDE_0303,4,2,4,5,4,3,3,5,3,3,3,3,1,3,3,2,2,4,3,4,3,1,4,4,2,4,3.75,3.75,3.0,2.75,3.0,3.1538461538461537,Advanced Park Guiding: Leadership and Safety
GUIDE_0303,5,1,3,4,2,2,1,4,1,4,2,3,4,3,3,4,2,2,3,3,1,2,4,2,3,3,3.25,2.25,2.5,3.0,2.5,2.730769230769231,Nature Guide Fundamentals
GUIDE_0303,4,5,3,4,4,4,4,4,4,4,3,3,4,4,3,2,3,4,4,2,3,2,4,3,5,3,4.0,4.0,3.5,3.25,3.3333333333333335,3.5384615384615383,Advanced Park Guiding: Leadership and Safety
GUIDE_0303,4,3,3,4,4,4,1,1,3,3,2,2,3,3,4,3,2,2,2,3,2,3,1,1,2,2,3.5,2.5,2.5,2.75,1.8333333333333333,2.576923076923077,Master Park Guide Certification Program
GUIDE_0304,4,4,3,3,4,4,4,4,3,4,4,5,5,4,5,4,4,4,4,4,4,3,4,5,4,4,3.5,4.0,4.0,4.25,4.0,4.0,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0304,1,2,1,1,3,2,3,1,3,1,2,2,3,2,3,2,2,4,2,2,2,1,2,1,1,1,1.25,2.25,2.0,2.5,1.3333333333333333,1.9230769230769231,Introduction to Park Guiding
GUIDE_0304,1,3,2,1,3,3,3,1,1,2,2,2,1,1,2,3,2,2,3,2,1,1,2,2,3,2,1.75,2.5,1.75,2.0,1.8333333333333333,1.9615384615384615,Introduction to Park Guiding
GUIDE_0304,4,5,4,4,4,5,5,4,4,5,4,4,3,5,5,3,4,4,4,4,3,2,2,5,4,4,4.25,4.5,4.25,4.0,3.3333333333333335,4.0,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0304,5,3,4,4,4,5,4,4,4,4,4,4,3,5,4,4,3,4,4,5,3,3,3,3,5,4,4.0,4.25,4.0,4.0,3.5,3.923076923076923,Master Park Guide Certification Program
GUIDE_0304,4,4,3,3,4,2,3,2,3,4,3,1,4,1,3,3,3,3,2,2,3,2,4,2,1,5,3.5,2.75,2.75,2.625,2.8333333333333335,2.8461538461538463,Park Guide in Training: Learn from the Pros
GUIDE_0304,3,4,2,3,3,3,3,4,2,3,4,3,4,2,3,3,3,3,4,3,3,3,2,3,3,4,3.0,3.25,3.0,3.125,3.0,3.076923076923077,Introduction to Park Guiding
GUIDE_0304,2,2,1,3,2,4,2,3,3,2,1,3,4,2,2,2,1,3,1,3,2,3,1,3,2,2,2.0,2.75,2.25,2.25,2.1666666666666665,2.269230769230769,Introduction to Park Guiding
GUIDE_0305,4,4,5,4,5,5,5,5,4,4,4,5,3,4,4,5,3,3,5,3,3,2,3,4,4,4,4.25,5.0,4.25,3.75,3.3333333333333335,4.0,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0305,4,4,5,4,4,3,4,5,3,4,3,4,2,3,3,3,3,3,4,3,3,3,3,5,4,3,4.25,4.0,3.5,3.0,3.5,3.5384615384615383,Advanced Park Guiding: Leadership and Safety
GUIDE_0305,4,4,4,3,5,4,4,5,5,5,4,5,4,4,4,4,5,4,4,5,3,3,4,4,5,4,3.75,4.5,4.75,4.25,3.8333333333333335,4.1923076923076925,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0305,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,4,4,4,5,4.75,4.75,5.0,4.625,4.166666666666667,4.615384615384615,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0305,4,3,2,2,3,4,2,4,4,3,3,3,2,1,3,2,2,3,1,3,3,4,1,2,1,3,2.75,3.25,3.25,2.125,2.3333333333333335,2.6153846153846154,Advanced Park Guiding: Leadership and Safety
GUIDE_0305,3,4,4,4,5,3,5,5,2,4,3,3,3,3,3,4,4,3,4,4,3,3,3,4,3,4,3.75,4.5,3.0,3.5,3.3333333333333335,3.576923076923077,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0305,5,4,5,2,4,4,4,4,3,3,4,4,3,3,3,3,2,4,4,2,2,4,3,3,3,4,4.0,4.0,3.5,3.0,3.1666666666666665,3.423076923076923,Advanced Park Guiding: Leadership and Safety
GUIDE_0305,4,4,4,4,4,2,5,5,3,4,4,4,3,4,5,4,5,4,3,4,2,3,3,5,5,4,4.0,4.0,3.75,4.0,3.6666666666666665,3.8846153846153846,Master Park Guide Certification Program
